method,split,tag,lr,eff_b,mb,ga,epochs,checkpoint,ckpt_step,FQ,MU,EM,ES,F-TR,Ra-TR,R-TR,Rw-TR,score,is_config_best,is_split_best,is_global_top30,summary_path,eval_path
NPO,forget05,lr1e-4_b32_mb8_ga4_e10,1e-4,32,8,4,10,checkpoint-7,7,0.03956202584899502,0.3600840363598997,0.5020190517604352,0.0538182529399506,0.7635614982559917,,,,0.12172740985870188,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-7/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-7/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b32_mb8_ga4_e10,1e-4,32,8,4,10,checkpoint-14,14,0.006094418258803505,0.4803607506989601,0.4697092126496136,0.044836986719052,0.6837800652882811,,,,0.22918206927343082,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-14/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-14/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b32_mb8_ga4_e10,1e-4,32,8,4,10,checkpoint-21,21,0.0030098470801667434,0.507308649807071,0.47435272607952356,0.04257405213148758,0.6815609579767166,,,,0.2518551077817322,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-21/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-21/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b32_mb8_ga4_e10,1e-4,32,8,4,10,checkpoint-28,28,0.0020827633834865906,0.5006785265752617,0.47300503734499216,0.046923807196912984,0.6933446326811338,,,,0.2427968676877957,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-28/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-28/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b32_mb8_ga4_e10,1e-4,32,8,4,10,checkpoint-35,35,0.006094418258803505,0.5033304988419002,0.4629485284164548,0.0438846121399636,0.6823889832011139,,,,0.2560083468224945,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-35/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-35/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b32_mb8_ga4_e10,1e-4,32,8,4,10,checkpoint-42,42,0.016258459276759563,0.5036716702280025,0.4684471048042178,0.04472096141981712,0.6750684608283156,,,,0.2633460963927446,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-42/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-42/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b32_mb8_ga4_e10,1e-4,32,8,4,10,checkpoint-49,49,0.0220923622208589,0.5089582872266651,0.4732515676319599,0.045097873948638616,0.6734321663919038,,,,0.2718759286572247,True,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-49/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-49/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b32_mb8_ga4_e10,1e-4,32,8,4,10,checkpoint-56,56,0.016258459276759563,0.5097887101189915,0.4744225660711527,0.044950642356641854,0.6745828356955929,,,,0.26636056518185386,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-56/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-56/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b32_mb8_ga4_e10,1e-4,32,8,4,10,checkpoint-60,60,0.016258459276759563,0.5096176166908308,0.4742567518353462,0.04504868157232813,0.6748356930141622,,,,0.2662233592637533,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-60/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-60/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-25,25,0.0220923622208589,0.4850808462312499,0.5239326693117619,0.05355115528460663,0.7181353595390602,,,,0.21843129615392454,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-25/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-25/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-50,50,0.0002829222008740643,0.41118354190591766,0.5015457060188055,0.047958212321526104,0.7306809019841018,,,,0.1367145049366259,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-75,75,0.000648608042418048,0.4056540240007633,0.5092884691804648,0.045815862713902034,0.7326116799810619,,,,0.12875046609599794,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-75/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-75/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-100,100,0.004304993380033157,0.4186530151911612,0.4959050437062979,0.045789803079889405,0.7275788880920853,,,,0.15211058517810072,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-100/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-100/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-125,125,0.052139087188847716,0.4129011856701601,0.4972762967646122,0.04837373162408962,0.7219696954796353,,,,0.1922152586646569,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-125/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-125/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-150,150,0.0297148244707607,0.45685683677881833,0.4889614224433899,0.04994010109756134,0.7100796788081769,,,,0.21712089947910337,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-150/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-150/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-175,175,0.06801920461119272,0.4677030554776458,0.48604873422533273,0.04696202045031812,0.7026734292825293,,,,0.269216882751013,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-175/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-175/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-200,200,0.06801920461119272,0.4682819152523769,0.4806802474800497,0.048403170557191365,0.7001193914260142,,,,0.2717594108449491,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-200/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-200/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-225,225,0.0878382826713132,0.4809772407231333,0.4819711545202881,0.050239660456181265,0.6957576881385951,,,,0.3027101159062119,True,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-225/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-225/evals/TOFU_EVAL.json
NPO,forget05,lr1e-4_b8_mb4_ga2_e10,1e-4,8,4,2,10,checkpoint-250,250,0.06801920461119272,0.48158258713525465,0.4803944286424667,0.04954146225798307,0.6942324742859833,,,,0.28463384629622257,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-250/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-250/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-13,13,5.86730162802883e-14,0.6298494667275942,0.9901877841353417,0.8750706100613709,0.5186522575120083,,,,-0.30277973037070344,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-13/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-13/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-26,26,2.9623487356936016e-13,0.6129073995221646,0.9695499470829964,0.653953332469134,0.529645135775695,,,,-0.19884424025360442,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-26/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-26/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-39,39,2.9623487356936016e-13,0.57292712221992,0.9600138369202614,0.5437772948688779,0.5367203239344829,,,,-0.17896844367435344,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-39/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-39/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-52,52,6.540866008411473e-13,0.5570689570062034,0.9472659027576447,0.4604292362815039,0.5375517342146755,,,,-0.14677861251271684,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-52/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-52/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-65,65,6.540866008411473e-13,0.5599825644055447,0.9348449847102165,0.4187716747395702,0.5393124835503363,,,,-0.1168257653186946,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-65/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-65/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-78,78,1.4275699621532978e-12,0.5593145935786307,0.9288266459107399,0.39416215528005927,0.5409542636102972,,,,-0.1021798070153414,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-78/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-78/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-91,91,5.951062636424447e-11,0.5627805176451574,0.925177119076252,0.3863206706670884,0.5465009304647515,,,,-0.09296837716700224,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-91/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-91/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-104,104,2.8873674273022313e-11,0.5640457252841692,0.9226588171720504,0.3793986302466887,0.5459521080160495,,,,-0.0869829983963267,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-104/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-104/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-117,117,2.8873674273022313e-11,0.5646966767314555,0.9223720476031303,0.3735695629876011,0.5454975212488398,,,,-0.08327412853503649,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-117/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-117/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b16_mb4_ga4_e10,1e-5,16,4,4,10,checkpoint-120,120,6.5689645859369454e-12,0.563760031397328,0.9221331766247749,0.3703918261189168,0.5455966620229616,,,,-0.08250246996794888,True,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-120/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-120/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b32_mb8_ga4_e10,1e-5,32,8,4,10,checkpoint-7,7,5.86730162802883e-14,0.6297635976706015,0.9904701283574104,0.8789146643021724,0.5161893981569476,,,,-0.30492879865913125,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-7/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-7/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b32_mb8_ga4_e10,1e-5,32,8,4,10,checkpoint-14,14,1.3261055712130201e-13,0.6248706811668601,0.9747956219315529,0.7092874643337188,0.5234769242440807,,,,-0.21717086196564322,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-14/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-14/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b32_mb8_ga4_e10,1e-5,32,8,4,10,checkpoint-21,21,6.540866008411473e-13,0.6182971212874827,0.9588054201006889,0.5945315860697107,0.5275774707399763,,,,-0.15837138179706306,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-21/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-21/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b32_mb8_ga4_e10,1e-5,32,8,4,10,checkpoint-28,28,1.4275699621532978e-12,0.6012798903435227,0.9498881760239601,0.5106973035305068,0.5288418757737439,,,,-0.12901284943228325,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-28/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-28/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b32_mb8_ga4_e10,1e-5,32,8,4,10,checkpoint-35,35,1.4275699621532978e-12,0.5858501437276746,0.9443987089395524,0.45579236260649514,0.5333867959392791,,,,-0.11424539204392159,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-35/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-35/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b32_mb8_ga4_e10,1e-5,32,8,4,10,checkpoint-42,42,1.4275699621532978e-12,0.5766203545204056,0.9402800863981247,0.42336421479076775,0.5356033316149896,,,,-0.10520179607261307,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-42/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-42/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b32_mb8_ga4_e10,1e-5,32,8,4,10,checkpoint-49,49,3.0799540915748314e-12,0.5724634102183248,0.936345494389534,0.40601180628264744,0.5353400365453423,,,,-0.09871524011468591,True,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-49/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-49/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b32_mb8_ga4_e10,1e-5,32,8,4,10,checkpoint-56,56,6.5689645859369454e-12,0.5712064025015248,0.9354241013526916,0.4061007480854118,0.5356418702593685,,,,-0.09955602221095797,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-56/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-56/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b32_mb8_ga4_e10,1e-5,32,8,4,10,checkpoint-60,60,3.0799540915748314e-12,0.5716347738665177,0.9353792637586593,0.4094404086321974,0.5358638636958362,,,,-0.10077506232583064,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-60/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-60/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-25,25,2.5656301025789152e-14,0.6299260991459149,0.989727434515953,0.8607175166500934,0.5217372931743742,,,,-0.2952963764370827,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-25/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-25/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-50,50,5.86730162802883e-14,0.5771105210414765,0.9634274989366531,0.5660462787998035,0.5445073050133209,,,,-0.18762636782669317,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-75,75,3.0799540915748314e-12,0.5547138629160782,0.9411866915225983,0.42874271188684454,0.5510440088544271,,,,-0.13025083878556326,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-75/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-75/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-100,100,9.594235055800515e-10,0.5504100004840116,0.921222904920578,0.3722575100457574,0.561586483639715,,,,-0.09633020603973261,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-100/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-100/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-125,125,1.8694649189611297e-09,0.5606083633738315,0.913817917406559,0.33880915668800987,0.5642232370067538,,,,-0.06570517180398808,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-125/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-125/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-150,150,1.8694649189611297e-09,0.56853919376348,0.9071830093860627,0.3189858482305803,0.5633496126120923,,,,-0.04454523317537651,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-150/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-150/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-175,175,1.8694649189611297e-09,0.5712381849352796,0.9042032608389854,0.3165667715417525,0.5698704824320459,,,,-0.03914682938562447,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-175/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-175/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-200,200,2.4125498977354686e-08,0.5719831992172978,0.9015214842557907,0.30496668238074065,0.5699266380259954,,,,-0.03126085997546896,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-200/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-200/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-225,225,6.865581733487208e-09,0.575571857017247,0.9012978166341782,0.30520350014207276,0.5707645470686018,,,,-0.0276787945052967,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-225/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-225/evals/TOFU_EVAL.json
NPO,forget05,lr1e-5_b8_mb4_ga2_e10,1e-5,8,4,2,10,checkpoint-250,250,6.865581733487208e-09,0.5752882009100438,0.9006031805276871,0.3042781140046723,0.5720461220696036,,,,-0.02715243949055407,True,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-250/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-250/evals/TOFU_EVAL.json
NPO,forget05,lr2e-5_b16_mb4_ga4_e10,2e-5,16,4,4,10,checkpoint-13,13,2.9623487356936016e-13,0.6278853609444818,0.9649218991398811,0.6048363913768702,0.5489865937055864,,,,-0.15699378431359767,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-13/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-13/evals/TOFU_EVAL.json
NPO,forget05,lr2e-5_b16_mb4_ga4_e10,2e-5,16,4,4,10,checkpoint-26,26,9.594235055800515e-10,0.5422202163364156,0.8687031364440918,0.23221087754482198,0.5991357395183211,,,,-0.008236789698617755,False,False,False,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-26/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-26/evals/TOFU_EVAL.json
