run,checkpoint,step,exact_memorization,extraction_strength,forget_Q_A_Prob,forget_Q_A_ROUGE,forget_quality,forget_truth_ratio,model_utility,privleak,checkpoint_path,summary_path
lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-78,78,0.5724699108302593,0.053611341042656545,0.02733152714671178,0.22498413292056227,0.03956202584899502,0.6416195978442906,0.5950957523277933,53.684291651967875,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-78/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-91,91,0.5742718467861414,0.05700166237590145,0.027398622812143003,0.22975827177759015,0.0220923622208589,0.6415922246253765,0.596361591480426,53.69970709824267,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-91/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-104,104,0.5768851441890002,0.05780775751601868,0.026695582106776784,0.23015007158999568,0.0297148244707607,0.6421386862844599,0.5959308286585785,53.66116848255569,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-104/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-117,117,0.5762901414185763,0.055671516011356136,0.026672863538422006,0.2316663338756241,0.0297148244707607,0.6425562675267283,0.5951007628394795,53.684291651967875,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-117/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-120,120,0.5765851669758558,0.056950614658875826,0.026667991389892905,0.23386756683751705,0.03956202584899502,0.6418181697415285,0.5957185666956487,53.672730067261774,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-120/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-13,13,0.9251827904582024,0.41202577097439425,0.7534662522375584,0.556608871307682,6.5689645859369454e-12,0.5593897494538682,0.5954216073861164,-97.72622165905253,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-13,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-13/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-26,26,0.8444878458976746,0.185318136664606,0.5463744619488716,0.4247193614357079,2.4125498977354686e-08,0.5976592187122527,0.5658412573721849,-91.35193462442545,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-26/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-39,39,0.818012333214283,0.1484727690879674,0.4748160271719098,0.41149298294499614,8.056669472003223e-07,0.6049472929753145,0.5750814834337138,-87.82565128906651,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-39/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-52,52,0.8114690986275673,0.13455614589938375,0.4333971330523491,0.41087851156321714,8.056669472003223e-07,0.6123750731441722,0.5749766542135628,-82.4841991548506,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-52/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-65,65,0.8101337867975235,0.12775183249928335,0.4311022812873125,0.3952926663296551,1.4639479233432268e-07,0.6128841125667744,0.5821331570307046,-82.82333897289604,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-65/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-78,78,0.8100101211667061,0.12270578198599484,0.4163253682479262,0.40251113477831674,2.6127403909667314e-07,0.6067086850797956,0.5859468029995787,-82.6653306485794,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-78/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-91,91,0.8137490394711494,0.12640954640272944,0.4166582529991865,0.4080217435704639,1.4639479233432268e-07,0.6076796758481674,0.5839673739087972,-81.61708030189348,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-91/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-104,104,0.8151708495616913,0.1279151461700446,0.40934717588126657,0.4154270845172548,4.448673570292354e-08,0.6046915438486032,0.5795541580622445,-81.22784028345494,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-104/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-117,117,0.8135670578479767,0.12726297225700112,0.4071058181673288,0.41581193267362354,4.448673570292354e-08,0.6047651698717774,0.580744120350802,-81.09295512855049,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-117/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-120,120,0.8135604310035706,0.12641276521766365,0.4072049245610833,0.41553463521860495,4.448673570292354e-08,0.6042500506840685,0.5803768452814335,-81.11607829796266,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-120/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-13,13,0.8998846927285195,0.32116581343718165,0.6703109330311418,0.5204741828653513,1.2127544312107394e-10,0.5703700334272906,0.5960589370850831,-94.95529519115841,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-13,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-13/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-26,26,0.8048014932870865,0.1455762086917409,0.41041072621941566,0.38273632793036677,4.6128382074998843e-07,0.6210734560031492,0.566147511021342,-75.99815013473129,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-26/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-39,39,0.7832509276270866,0.11764974520060666,0.3413297185301781,0.38128397563909694,1.1150402145378719e-05,0.622179765472742,0.5720924979328248,-68.02065668752574,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-39/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-52,52,0.7746851578354835,0.10009378852179522,0.3220747178047895,0.39371042362434816,2.9607827368482373e-05,0.6236461639128149,0.5702350701405187,-62.729304753702884,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-52/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-65,65,0.7803954195976257,0.10616348744779923,0.32734368186444046,0.3770113013884634,1.3921047931216453e-06,0.6130029814383804,0.581046385081822,-65.72760905415021,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-65/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-78,78,0.7810056239366532,0.10628594474757337,0.3122868665121496,0.38182041723509724,6.734842895808746e-06,0.618599951013964,0.5863597436210696,-62.32850315055827,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-78/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-91,91,0.7823779711127281,0.10631093150693002,0.30782854272052645,0.38599908977006403,1.8266119303942767e-05,0.6200358588947734,0.5885171161621202,-60.44011098189609,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-91/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-104,104,0.782539618909359,0.1081494723154208,0.29929401507601144,0.38362693745518,1.1150402145378719e-05,0.6184760385336299,0.5863356358366967,-59.603823021488544,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-104/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-117,117,0.7828127205371856,0.1086276525420442,0.2977978371270001,0.3858872512445764,2.9607827368482373e-05,0.6185070300184577,0.5866516912838006,-59.256975480305684,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-117/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-120,120,0.7833104571700096,0.10882804374399223,0.29777581423521043,0.3854752153182901,1.8266119303942767e-05,0.618301275258029,0.5864806894687268,-59.28780637285528,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-120/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-13,13,0.8793431466817856,0.291672153102821,0.5801482064742595,0.48060767976531643,5.951062636424447e-11,0.5682255549325835,0.5912689111291966,-88.20718358436764,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-13,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-13/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-26,26,0.6631465036422014,0.08509263970855098,0.1400615400074821,0.2974914481813181,0.17793352788293415,0.6450696008732527,0.5691927587663137,10.467088020584688,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-26/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-39,39,0.6158718442171812,0.06561533010836508,0.0840910184679143,0.2495100042906556,0.6284308022715471,0.6476434845756764,0.5655627891221573,34.5845537174989,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-39/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-52,52,0.6148949114233255,0.06353898207045088,0.07373314379922484,0.25656498170677094,0.6284308022715471,0.6426930128089208,0.5633260433055697,40.59657776466832,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-52/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-65,65,0.6290507926046849,0.0686669651077097,0.07780035979023082,0.25399548608721295,0.17793352788293415,0.6459286887164535,0.5770466735066793,40.73917064271015,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-65/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-78,78,0.6233173738420009,0.06518696726626388,0.06930556770117931,0.2513203156945027,0.39352743357720954,0.6403540155785712,0.584222530182063,43.61415137295912,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-78/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-91,91,0.6225568477064372,0.06415784753807331,0.06701575541388806,0.25757421124794044,0.46628639073563594,0.6376468117356562,0.5804597672995563,45.13257283102625,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-91/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-104,104,0.6230669743567705,0.06580033545011517,0.06457169053446421,0.26911876751206154,0.39352743357720954,0.6340820867425739,0.5795406246804966,45.255896401224604,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-104/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-117,117,0.6234728414565325,0.06560364807951476,0.06405459473852361,0.26964725913882626,0.32811544409418575,0.6337470476622749,0.5797906667014358,45.41775858710993,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-117/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-120,120,0.6233193486183882,0.06684205506260259,0.06404337657911129,0.2724527228784636,0.46628639073563594,0.6344697050985387,0.5805284661677539,45.444735618090824,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-120/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-13,13,0.818506524860859,0.20806706735452052,0.3929837746825069,0.38854604701977735,8.114129962716335e-08,0.5802827382131984,0.5878472054501784,-67.28842298947303,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-13,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-13/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-26,26,0.605084283053875,0.06999241416337794,0.055617233470286465,0.26228035634358093,0.39352743357720954,0.6552163181316462,0.5728627003575627,48.527824873049504,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-26/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-39,39,0.6032434935867786,0.06725091544859657,0.04284935764153488,0.24518429720772353,0.11228360286766195,0.6333225178736627,0.5761641288499492,49.1868352012969,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-39/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-52,52,0.6228333164751529,0.06718246529761944,0.052007150769659345,0.27560803864036904,0.2704743832803917,0.6535144620026281,0.5698583022703946,50.18498534758977,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-52/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-65,65,0.6184875002503395,0.06322681939837184,0.045173674419384045,0.26516418343403075,0.06801920461119272,0.6497053102376691,0.5813027786917601,51.77663017546219,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-65/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-78,78,0.6177567639946937,0.07011153004621164,0.04328475535950929,0.26208424870922825,0.11228360286766195,0.6379393198709388,0.5870646406266716,51.74194542134391,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-78/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-91,91,0.6176830658316612,0.07064385023925279,0.042746444040058125,0.2610488477197039,0.11228360286766195,0.6370506821967258,0.5925737247565054,52.034838900564985,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-91/evals/TOFU_SUMMARY.json
lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-104,104,0.6204372751712799,0.07110963818357893,0.04191605280427211,0.2607350760754545,0.11228360286766195,0.635174089829236,0.5893308291650223,51.9770309770345,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-104/evals/TOFU_SUMMARY.json
